table_id,Incident_ID,Date_Reported,Reported_By,Department,Regulatory_Domain,Incident_Type,Severity_Level+H1:R5,Description,Root_Cause,Immediate_Action_Taken,Corrective_Action_Required,Responsible_Owner,Due_Date,Resolution_Status,Resolution_Date,Audit_Reference,External_Reporting_Required,External_Report_Date,Financial_Impact,Patient_Impact,Patient_Notification_Status,Recurring_Incident_Flag,Review_Committee_Notes,Follow_Up_Audit_Scheduled,Last_Updated
Incidents_2025_H1,RCIT-2025-0385,1/9/2025,Doctor,Radiology,OSHA,Privacy issue,Low,Incident related to OSHA in Radiology,Staff non-adherence,Immediate mitigation,Staff retraining,Risk Manager,2/23/2025,Closed,3/4/2025,POL-180,No,,0,No,Pending,No,,8/22/2025,2025-08-18T21:30:25.432229
Incidents_2025_H1,RCIT-2025-0386,3/26/2025,Compliance Officer,Radiology,OSHA,Privacy issue,Critical,Incident related to EMTALA in Finance,System failure,Immediate mitigation,Immediate mitigation,Dept Head,4/12/2025,Escalated,5/10/2025,POL-344,No,,55553.74,Yes,Pending,Yes,,10/9/2025,2025-08-18T21:30:25.432258
Incidents_2025_H1,RCIT-2025-0387,5/16/2025,Admin Staff,Administration,EMTALA,Billing error,Low,Incident related to CMS in ED,Training gap,Policy updated,Immediate mitigation,Risk Manager,6/25/2025,In-Progress,,POL-598,No,6/30/2025,0,No,Pending,Yes,Reviewed in committee meeting.,12/22/2025,2025-08-18T21:30:25.432280
Incidents_2025_H1,RCIT-2025-0388,3/25/2025,Admin Staff,Finance,Title VI,Billing error,Critical,Incident related to EMTALA in Radiology,System failure,Immediate mitigation,Technical fix,Dept Head,5/20/2025,Open,,POL-822,Yes,,88421.95,Yes,Completed,Yes,,11/16/2025,2025-08-18T21:30:25.432301
Incidents_2025_H1,RCIT-2025-0389,6/30/2025,Admin Staff,ED,HIPAA,EMTALA violation,High,Incident related to OSHA in Finance,Documentation error,Technical fix,Staff retraining,Compliance Officer,8/20/2025,Closed,9/15/2025,POL-193,No,,0,Yes,Not Needed,No,,2/16/2026,2025-08-18T21:30:25.432325
Incidents_2025_H1,RCIT-2025-0390,3/15/2025,Admin Staff,ED,Title VI,Safety lapse,Low,Incident related to HIPAA in Radiology,System failure,Immediate mitigation,Staff retraining,Compliance Officer,5/10/2025,Closed,5/18/2025,POL-557,Yes,,88857.86,No,Completed,No,,11/6/2025,2025-08-18T21:30:25.432347
Incidents_2025_H1,RCIT-2025-0391,6/6/2025,Compliance Officer,Administration,HIPAA,Privacy issue,High,Incident related to EMTALA in Radiology,Staff non-adherence,Policy updated,Staff retraining,Legal Counsel,9/3/2025,Closed,10/2/2025,POL-333,Yes,,0,No,Not Needed,No,Reviewed in committee meeting.,3/2/2026,2025-08-18T21:30:25.432369
Incidents_2025_H1,RCIT-2025-0392,1/15/2025,Admin Staff,Radiology,OSHA,Safety lapse,Critical,Incident related to HIPAA in ICU,Training gap,Immediate mitigation,Immediate mitigation,Compliance Officer,4/6/2025,Closed,4/15/2025,POL-910,Yes,,0,No,Pending,Yes,,10/3/2025,2025-08-18T21:30:25.432395
Incidents_2025_H1,RCIT-2025-0393,3/29/2025,Nurse,Radiology,Joint Commission,Safety lapse,High,Incident related to Title VI in Radiology,Training gap,Staff retraining,Staff retraining,Compliance Officer,6/26/2025,Closed,7/15/2025,POL-677,Yes,,96634.7,Yes,Completed,No,,12/23/2025,2025-08-18T21:30:25.432425
Incidents_2025_H1,RCIT-2025-0394,2/18/2025,Compliance Officer,ICU,OSHA,Privacy issue,Moderate,Incident related to Joint Commission in Med-Surg,Staff non-adherence,Policy updated,Staff retraining,Dept Head,4/22/2025,Closed,4/26/2025,POL-946,No,,96745.96,Yes,Completed,No,Reviewed in committee meeting.,10/19/2025,2025-08-18T21:30:25.432462
Incidents_2025_H1,RCIT-2025-0395,4/11/2025,Doctor,Administration,CMS,Safety lapse,Critical,Incident related to CMS in Finance,Documentation error,Policy updated,Technical fix,Legal Counsel,5/12/2025,Closed,6/10/2025,POL-856,Yes,5/17/2025,0,No,Not Needed,No,Reviewed in committee meeting.,11/8/2025,2025-08-18T21:30:25.432485
Incidents_2025_H1,RCIT-2025-0396,6/13/2025,Admin Staff,Administration,Title VI,EMTALA violation,Moderate,Incident related to Title VI in ED,System failure,Technical fix,Immediate mitigation,Dept Head,7/12/2025,Escalated,7/28/2025,POL-863,No,,46455.49,No,Pending,Yes,,1/8/2026,2025-08-18T21:30:25.432509
Incidents_2025_H1,RCIT-2025-0397,1/15/2025,Compliance Officer,Administration,Title VI,Billing error,Low,Incident related to Title VI in Administration,System failure,Staff retraining,Immediate mitigation,Risk Manager,2/14/2025,In-Progress,,POL-911,No,,60485.66,Yes,Not Needed,Yes,,8/13/2025,2025-08-18T21:30:25.432534
Incidents_2025_H1,RCIT-2025-0398,3/12/2025,Nurse,ICU,CMS,Safety lapse,Low,Incident related to HIPAA in Med-Surg,Staff non-adherence,Staff retraining,Technical fix,Dept Head,3/31/2025,Closed,4/1/2025,POL-743,No,,22114.83,No,Pending,Yes,Reviewed in committee meeting.,9/27/2025,2025-08-18T21:30:25.432556
Incidents_2025_H1,RCIT-2025-0399,4/7/2025,Compliance Officer,ED,Title VI,Privacy issue,High,Incident related to OSHA in Med-Surg,Staff non-adherence,Technical fix,Staff retraining,Risk Manager,5/6/2025,Closed,5/31/2025,POL-168,No,,91965.5,No,Completed,No,,11/2/2025,2025-08-18T21:30:25.432583
Incidents_2025_H1,RCIT-2025-0400,5/5/2025,Nurse,ICU,HIPAA,Data breach,High,Incident related to Joint Commission in Administration,System failure,Immediate mitigation,Staff retraining,Compliance Officer,6/8/2025,Closed,6/25/2025,POL-156,No,6/13/2025,86917.42,No,Completed,No,,12/5/2025,2025-08-18T21:30:25.432606
Incidents_2025_H2,RCIT-2025-0401,12/21/2025,Compliance Officer,ED,HIPAA,Data breach,Low,Incident related to EMTALA in Radiology,Documentation error,Staff retraining,Immediate mitigation,Legal Counsel,3/19/2026,Closed,3/31/2026,POL-601,No,,0,Yes,Completed,No,Reviewed in committee meeting.,9/15/2026,2025-08-18T21:30:25.432636
Incidents_2025_H2,RCIT-2025-0402,9/12/2025,Admin Staff,ED,EMTALA,Privacy issue,Low,Incident related to HIPAA in Med-Surg,Training gap,Immediate mitigation,Staff retraining,Dept Head,10/8/2025,Open,,POL-259,Yes,,16334.6,Yes,Pending,No,Reviewed in committee meeting.,4/6/2026,2025-08-18T21:30:25.432683
Incidents_2025_H2,RCIT-2025-0403,10/23/2025,Doctor,Finance,HIPAA,Safety lapse,Critical,Incident related to EMTALA in ED,Staff non-adherence,Technical fix,Policy updated,Dept Head,1/4/2026,Closed,1/8/2026,POL-414,No,,72452.14,No,Not Needed,Yes,Reviewed in committee meeting.,7/3/2026,2025-08-18T21:30:25.432707
Incidents_2025_H2,RCIT-2025-0404,11/12/2025,Nurse,ICU,CMS,Billing error,Moderate,Incident related to OSHA in Administration,Documentation error,Immediate mitigation,Technical fix,Compliance Officer,12/17/2025,In-Progress,,POL-622,Yes,,15178.98,Yes,Completed,No,,6/15/2026,2025-08-18T21:30:25.432728
Incidents_2025_H2,RCIT-2025-0405,7/9/2025,Nurse,ICU,Title VI,Safety lapse,Low,Incident related to Joint Commission in Radiology,Staff non-adherence,Technical fix,Policy updated,Risk Manager,9/18/2025,Closed,10/18/2025,POL-485,Yes,,56885.34,No,Not Needed,Yes,Reviewed in committee meeting.,3/17/2026,2025-08-18T21:30:25.432750
Incidents_2025_H2,RCIT-2025-0406,8/17/2025,Admin Staff,ICU,OSHA,Data breach,Critical,Incident related to HIPAA in Radiology,System failure,Policy updated,Staff retraining,Compliance Officer,9/2/2025,Open,,POL-947,No,,8076.61,No,Pending,No,Reviewed in committee meeting.,3/1/2026,2025-08-18T21:30:25.432772
Incidents_2025_H2,RCIT-2025-0407,11/7/2025,Admin Staff,ED,EMTALA,Billing error,Low,Incident related to Title VI in ICU,Documentation error,Staff retraining,Staff retraining,Risk Manager,1/4/2026,Closed,1/27/2026,POL-511,Yes,,85587.13,Yes,Pending,No,,7/3/2026,2025-08-18T21:30:25.432794
Incidents_2025_H2,RCIT-2025-0408,12/4/2025,Doctor,ED,OSHA,Billing error,Low,Incident related to Joint Commission in Radiology,Staff non-adherence,Staff retraining,Policy updated,Compliance Officer,12/18/2025,Closed,1/17/2026,POL-301,No,,0,Yes,Completed,No,,6/16/2026,2025-08-18T21:30:25.432821
Incidents_2025_H2,RCIT-2025-0409,8/9/2025,Doctor,Finance,Joint Commission,Data breach,Critical,Incident related to OSHA in Radiology,Documentation error,Staff retraining,Technical fix,Compliance Officer,8/27/2025,In-Progress,,POL-852,No,,96760.24,Yes,Not Needed,Yes,,2/23/2026,2025-08-18T21:30:25.432842
Incidents_2025_H2,RCIT-2025-0410,10/21/2025,Doctor,ED,CMS,EMTALA violation,Moderate,Incident related to OSHA in Administration,Documentation error,Immediate mitigation,Staff retraining,Risk Manager,1/16/2026,Closed,2/8/2026,POL-943,Yes,1/21/2026,0,Yes,Pending,Yes,Reviewed in committee meeting.,7/15/2026,2025-08-18T21:30:25.432866
Incidents_2025_H2,RCIT-2025-0411,7/24/2025,Admin Staff,Radiology,Title VI,EMTALA violation,Low,Incident related to Joint Commission in ICU,System failure,Technical fix,Policy updated,Compliance Officer,9/7/2025,Closed,9/20/2025,POL-209,Yes,9/12/2025,0,Yes,Completed,No,,3/6/2026,2025-08-18T21:30:25.432888
Incidents_2025_H2,RCIT-2025-0412,7/21/2025,Admin Staff,Radiology,EMTALA,Billing error,High,Incident related to Joint Commission in Administration,Staff non-adherence,Staff retraining,Technical fix,Legal Counsel,10/16/2025,Closed,10/30/2025,POL-339,No,10/21/2025,0,Yes,Completed,Yes,Reviewed in committee meeting.,4/14/2026,2025-08-18T21:30:25.432912
Incidents_2025_H2,RCIT-2025-0413,12/20/2025,Compliance Officer,Finance,CMS,Billing error,Critical,Incident related to EMTALA in Finance,Staff non-adherence,Immediate mitigation,Technical fix,Compliance Officer,2/9/2026,Open,,POL-989,No,,0,Yes,Completed,Yes,,8/8/2026,2025-08-18T21:30:25.432935
Incidents_2025_H2,RCIT-2025-0414,9/14/2025,Doctor,Administration,EMTALA,Privacy issue,Critical,Incident related to EMTALA in ED,Documentation error,Staff retraining,Policy updated,Dept Head,11/27/2025,Closed,12/2/2025,POL-602,No,12/2/2025,59988.39,Yes,Not Needed,No,Reviewed in committee meeting.,5/26/2026,2025-08-18T21:30:25.432959
Incidents_2025_H2,RCIT-2025-0415,10/21/2025,Admin Staff,Administration,Title VI,EMTALA violation,Critical,Incident related to CMS in ED,System failure,Technical fix,Immediate mitigation,Dept Head,1/11/2026,Closed,1/31/2026,POL-472,Yes,1/16/2026,29613.06,No,Not Needed,Yes,Reviewed in committee meeting.,7/10/2026,2025-08-18T21:30:25.432983
Incidents_2025_H2,RCIT-2025-0416,12/17/2025,Nurse,ICU,EMTALA,Safety lapse,Critical,Incident related to HIPAA in Med-Surg,Staff non-adherence,Technical fix,Immediate mitigation,Dept Head,1/25/2026,Closed,2/7/2026,POL-898,Yes,,0,No,Completed,No,,7/24/2026,2025-08-18T21:30:25.433005
Incidents_2025_H2,RCIT-2025-0417,10/20/2025,Nurse,Administration,OSHA,EMTALA violation,Low,Incident related to Joint Commission in Radiology,Training gap,Immediate mitigation,Technical fix,Dept Head,11/3/2025,Closed,11/21/2025,POL-638,Yes,,35731.56,Yes,Completed,Yes,Reviewed in committee meeting.,5/2/2026,2025-08-18T21:30:25.433027
Incidents_2025_H2,RCIT-2025-0418,10/4/2025,Doctor,Finance,Title VI,Billing error,Critical,Incident related to Joint Commission in ICU,Documentation error,Staff retraining,Policy updated,Legal Counsel,11/8/2025,Closed,11/8/2025,POL-882,No,,0,No,Not Needed,Yes,,5/7/2026,2025-08-18T21:30:25.433051
Incidents_2025_H2,RCIT-2025-0419,8/16/2025,Compliance Officer,Radiology,Title VI,EMTALA violation,Critical,Incident related to CMS in ED,System failure,Immediate mitigation,Policy updated,Compliance Officer,9/3/2025,Closed,9/30/2025,POL-915,No,,0,No,Completed,Yes,,3/2/2026,2025-08-18T21:30:25.433082
Incidents_2025_H2,RCIT-2025-0420,12/28/2025,Compliance Officer,ICU,HIPAA,Privacy issue,Critical,Incident related to HIPAA in Radiology,System failure,Policy updated,Policy updated,Risk Manager,3/9/2026,Open,,POL-752,Yes,,28335.8,Yes,Pending,Yes,,9/5/2026,2025-08-18T21:30:25.433119
Incidents_2025_H2,RCIT-2025-0421,7/11/2025,Admin Staff,Administration,Title VI,Billing error,Low,Incident related to OSHA in ED,System failure,Staff retraining,Staff retraining,Legal Counsel,9/2/2025,Open,,POL-929,No,9/7/2025,0,No,Completed,No,,3/1/2026,2025-08-18T21:30:25.433142
Incidents_2025_H2,RCIT-2025-0422,7/1/2025,Nurse,ED,CMS,Privacy issue,Moderate,Incident related to HIPAA in Radiology,System failure,Immediate mitigation,Technical fix,Dept Head,9/29/2025,Closed,10/28/2025,POL-576,Yes,,52935.82,Yes,Pending,Yes,Reviewed in committee meeting.,3/28/2026,2025-08-18T21:30:25.433165
Incidents_2025_H2,RCIT-2025-0423,8/19/2025,Doctor,Radiology,EMTALA,Privacy issue,Low,Incident related to HIPAA in ED,Documentation error,Policy updated,Staff retraining,Legal Counsel,9/10/2025,Closed,9/13/2025,POL-615,Yes,9/15/2025,0,Yes,Pending,No,Reviewed in committee meeting.,3/9/2026,2025-08-18T21:30:25.433189
Incidents_2025_H2,RCIT-2025-0424,11/28/2025,Doctor,Radiology,EMTALA,Billing error,Moderate,Incident related to EMTALA in ED,Training gap,Immediate mitigation,Staff retraining,Compliance Officer,1/6/2026,In-Progress,,POL-858,No,,0,No,Not Needed,No,,7/5/2026,2025-08-18T21:30:25.433215
Incidents_2025_H2,RCIT-2025-0425,12/9/2025,Nurse,Administration,OSHA,Data breach,Low,Incident related to CMS in ICU,Training gap,Policy updated,Immediate mitigation,Legal Counsel,12/19/2025,Open,,POL-174,No,12/24/2025,0,Yes,Completed,No,,6/17/2026,2025-08-18T21:30:25.433236
Incidents_2025_H2,RCIT-2025-0426,7/21/2025,Nurse,ICU,HIPAA,Data breach,Low,Incident related to OSHA in ED,Documentation error,Policy updated,Staff retraining,Risk Manager,10/14/2025,Escalated,10/26/2025,POL-152,No,,2221.15,No,Pending,No,Reviewed in committee meeting.,4/12/2026,2025-08-18T21:30:25.433259
Incidents_2025_H2,RCIT-2025-0427,10/10/2025,Admin Staff,Finance,OSHA,EMTALA violation,Low,Incident related to CMS in Med-Surg,Staff non-adherence,Technical fix,Immediate mitigation,Compliance Officer,12/21/2025,Closed,1/5/2026,POL-819,Yes,,0,Yes,Pending,Yes,,6/19/2026,2025-08-18T21:30:25.433281
Incidents_2025_H2,RCIT-2025-0428,10/19/2025,Doctor,ICU,CMS,EMTALA violation,Moderate,Incident related to Title VI in ICU,Training gap,Policy updated,Policy updated,Risk Manager,11/26/2025,Closed,12/12/2025,POL-888,Yes,12/1/2025,0,No,Not Needed,No,,5/25/2026,2025-08-18T21:30:25.433304
Incidents_2025_H2,RCIT-2025-0429,11/27/2025,Nurse,Finance,HIPAA,Privacy issue,High,Incident related to CMS in Finance,Training gap,Staff retraining,Staff retraining,Risk Manager,2/8/2026,In-Progress,,POL-745,Yes,,2973.99,Yes,Not Needed,No,Reviewed in committee meeting.,8/7/2026,2025-08-18T21:30:25.433331
Incidents_2025_H2,RCIT-2025-0430,9/5/2025,Compliance Officer,Med-Surg,CMS,EMTALA violation,Low,Incident related to Joint Commission in Med-Surg,Documentation error,Policy updated,Technical fix,Compliance Officer,10/28/2025,Escalated,11/14/2025,POL-821,No,,0,Yes,Pending,No,,4/26/2026,2025-08-18T21:30:25.433355
Incidents_2025_H2,RCIT-2025-0431,12/3/2025,Doctor,Finance,Joint Commission,Privacy issue,Moderate,Incident related to EMTALA in Med-Surg,Staff non-adherence,Technical fix,Technical fix,Legal Counsel,1/29/2026,Closed,1/30/2026,POL-984,No,,0,No,Not Needed,Yes,,7/28/2026,2025-08-18T21:30:25.433376
Incidents_2025_H2,RCIT-2025-0432,8/28/2025,Nurse,Finance,CMS,Billing error,High,Incident related to OSHA in Med-Surg,Training gap,Immediate mitigation,Policy updated,Risk Manager,9/15/2025,Escalated,9/25/2025,POL-511,Yes,,0,No,Not Needed,No,,3/14/2026,2025-08-18T21:30:25.433398
Incidents_2025_H2,RCIT-2025-0433,10/15/2025,Compliance Officer,Finance,EMTALA,Billing error,Low,Incident related to CMS in Radiology,System failure,Staff retraining,Staff retraining,Risk Manager,12/2/2025,Closed,12/22/2025,POL-232,No,,0,Yes,Pending,No,Reviewed in committee meeting.,5/31/2026,2025-08-18T21:30:25.433419
Incidents_2025_H2,RCIT-2025-0434,8/25/2025,Admin Staff,Administration,Title VI,Billing error,Low,Incident related to HIPAA in ED,System failure,Policy updated,Policy updated,Legal Counsel,9/21/2025,In-Progress,,POL-152,Yes,,13029.42,Yes,Not Needed,Yes,Reviewed in committee meeting.,3/20/2026,2025-08-18T21:30:25.433443
Incidents_2025_H2,RCIT-2025-0435,11/19/2025,Compliance Officer,Radiology,OSHA,Safety lapse,High,Incident related to CMS in Administration,Documentation error,Staff retraining,Staff retraining,Risk Manager,1/31/2026,Open,,POL-681,Yes,,0,Yes,Pending,No,Reviewed in committee meeting.,7/30/2026,2025-08-18T21:30:25.433463
Incidents_2025_H2,RCIT-2025-0436,10/18/2025,Doctor,Administration,HIPAA,Safety lapse,High,Incident related to Joint Commission in ED,System failure,Policy updated,Policy updated,Legal Counsel,11/8/2025,Closed,11/30/2025,POL-156,Yes,,2538.18,Yes,Completed,No,,5/7/2026,2025-08-18T21:30:25.433487
Incidents_2025_H2,RCIT-2025-0437,7/21/2025,Nurse,ICU,OSHA,EMTALA violation,High,Incident related to HIPAA in Med-Surg,Training gap,Immediate mitigation,Technical fix,Dept Head,9/16/2025,Closed,10/11/2025,POL-438,Yes,9/21/2025,96998.72,Yes,Not Needed,Yes,,3/15/2026,2025-08-18T21:30:25.433529
Incidents_2025_H2,RCIT-2025-0438,7/17/2025,Compliance Officer,ED,CMS,Billing error,Critical,Incident related to Joint Commission in ED,Training gap,Immediate mitigation,Immediate mitigation,Risk Manager,9/5/2025,Escalated,9/22/2025,POL-997,No,9/10/2025,0,Yes,Pending,No,Reviewed in committee meeting.,3/4/2026,2025-08-18T21:30:25.433555
Incidents_2025_H2,RCIT-2025-0439,10/10/2025,Doctor,Radiology,EMTALA,Data breach,High,Incident related to HIPAA in Finance,System failure,Staff retraining,Staff retraining,Dept Head,11/8/2025,Escalated,12/8/2025,POL-607,No,,0,No,Pending,No,Reviewed in committee meeting.,5/7/2026,2025-08-18T21:30:25.433577
Incidents_2025_H2,RCIT-2025-0440,8/10/2025,Doctor,Finance,Joint Commission,Safety lapse,Critical,Incident related to CMS in Radiology,Staff non-adherence,Staff retraining,Staff retraining,Dept Head,8/28/2025,Escalated,9/7/2025,POL-384,No,,0,Yes,Pending,No,Reviewed in committee meeting.,2/24/2026,2025-08-18T21:30:25.433609
Incidents_2025_H2,RCIT-2025-0441,9/20/2025,Compliance Officer,ICU,CMS,Data breach,Low,Incident related to EMTALA in Finance,Documentation error,Technical fix,Immediate mitigation,Compliance Officer,11/22/2025,In-Progress,,POL-770,No,,0,Yes,Pending,No,Reviewed in committee meeting.,5/21/2026,2025-08-18T21:30:25.433629
Incidents_2025_H2,RCIT-2025-0442,7/8/2025,Compliance Officer,ED,EMTALA,Safety lapse,Low,Incident related to OSHA in Med-Surg,Documentation error,Staff retraining,Immediate mitigation,Risk Manager,10/4/2025,Closed,10/26/2025,POL-623,Yes,,0,No,Completed,Yes,Reviewed in committee meeting.,4/2/2026,2025-08-18T21:30:25.433649
Incidents_2025_H2,RCIT-2025-0443,10/5/2025,Doctor,Med-Surg,Title VI,Billing error,High,Incident related to Joint Commission in ICU,Documentation error,Immediate mitigation,Immediate mitigation,Dept Head,11/22/2025,Closed,12/6/2025,POL-432,Yes,,3273.1,No,Pending,Yes,,5/21/2026,2025-08-18T21:30:25.433671
Incidents_2025_H2,RCIT-2025-0444,8/8/2025,Doctor,Finance,EMTALA,Safety lapse,Critical,Incident related to CMS in Administration,System failure,Policy updated,Policy updated,Dept Head,8/21/2025,Closed,9/18/2025,POL-142,No,,0,Yes,Not Needed,Yes,Reviewed in committee meeting.,2/17/2026,2025-08-18T21:30:25.433692
Incidents_2025_H2,RCIT-2025-0445,11/30/2025,Doctor,ICU,Title VI,Data breach,Critical,Incident related to CMS in Administration,System failure,Technical fix,Immediate mitigation,Dept Head,2/11/2026,Escalated,2/20/2026,POL-574,No,,0,No,Pending,Yes,Reviewed in committee meeting.,8/10/2026,2025-08-18T21:30:25.433716
Incidents_2025_H2,RCIT-2025-0446,7/26/2025,Admin Staff,Administration,HIPAA,Data breach,High,Incident related to Joint Commission in Med-Surg,System failure,Technical fix,Staff retraining,Compliance Officer,8/31/2025,Escalated,9/23/2025,POL-266,Yes,,55357.83,No,Completed,No,,2/27/2026,2025-08-18T21:30:25.433738
Incidents_2025_H2,RCIT-2025-0447,9/25/2025,Compliance Officer,Radiology,HIPAA,Privacy issue,Critical,Incident related to HIPAA in Radiology,System failure,Immediate mitigation,Technical fix,Legal Counsel,11/25/2025,Closed,11/27/2025,POL-411,Yes,,0,Yes,Not Needed,Yes,,5/24/2026,2025-08-18T21:30:25.433760
Incidents_2025_H2,RCIT-2025-0448,9/8/2025,Admin Staff,Med-Surg,HIPAA,Billing error,Critical,Incident related to CMS in Finance,System failure,Immediate mitigation,Immediate mitigation,Legal Counsel,11/24/2025,Closed,11/28/2025,POL-812,No,11/29/2025,0,No,Not Needed,Yes,Reviewed in committee meeting.,5/23/2026,2025-08-18T21:30:25.433783
Incidents_2025_H2,RCIT-2025-0449,8/28/2025,Nurse,Radiology,HIPAA,Safety lapse,Low,Incident related to HIPAA in Med-Surg,System failure,Policy updated,Immediate mitigation,Compliance Officer,9/27/2025,Open,,POL-359,Yes,,0,Yes,Not Needed,Yes,,3/26/2026,2025-08-18T21:30:25.433802
Incidents_2025_H2,RCIT-2025-0450,9/13/2025,Compliance Officer,ED,EMTALA,Data breach,Low,Incident related to CMS in ICU,Documentation error,Immediate mitigation,Technical fix,Legal Counsel,12/8/2025,Open,,POL-142,No,12/13/2025,57487.91,Yes,Not Needed,No,,6/6/2026,2025-08-18T21:30:25.433831
Incidents_2025_H2,RCIT-2025-0451,12/7/2025,Doctor,ICU,CMS,Privacy issue,High,Incident related to Title VI in Med-Surg,Training gap,Immediate mitigation,Policy updated,Compliance Officer,1/12/2026,Closed,2/4/2026,POL-510,No,,0,No,Pending,No,,7/11/2026,2025-08-18T21:30:25.433854
Incidents_2025_H2,RCIT-2025-0452,10/8/2025,Compliance Officer,Administration,Title VI,Data breach,Low,Incident related to EMTALA in ED,Training gap,Immediate mitigation,Policy updated,Compliance Officer,12/7/2025,Closed,12/25/2025,POL-144,Yes,,0,Yes,Not Needed,Yes,Reviewed in committee meeting.,6/5/2026,2025-08-18T21:30:25.433875
Incidents_2025_H2,RCIT-2025-0453,7/1/2025,Doctor,ED,Title VI,Privacy issue,Moderate,Incident related to HIPAA in Med-Surg,Documentation error,Technical fix,Immediate mitigation,Legal Counsel,8/20/2025,Closed,8/26/2025,POL-102,Yes,,0,No,Completed,Yes,,2/16/2026,2025-08-18T21:30:25.433895
Incidents_2025_H2,RCIT-2025-0454,12/20/2025,Doctor,Finance,EMTALA,Privacy issue,High,Incident related to CMS in Radiology,System failure,Technical fix,Immediate mitigation,Compliance Officer,1/28/2026,Closed,2/12/2026,POL-710,No,,49062.55,No,Not Needed,No,Reviewed in committee meeting.,7/27/2026,2025-08-18T21:30:25.433918
Incidents_2025_H2,RCIT-2025-0455,7/4/2025,Compliance Officer,ED,EMTALA,Billing error,Low,Incident related to OSHA in Radiology,Staff non-adherence,Policy updated,Technical fix,Risk Manager,8/23/2025,In-Progress,,POL-471,No,,0,Yes,Completed,Yes,,2/19/2026,2025-08-18T21:30:25.433938
Incidents_2025_H2,RCIT-2025-0456,11/22/2025,Nurse,ED,Joint Commission,Data breach,Moderate,Incident related to OSHA in Med-Surg,Staff non-adherence,Policy updated,Immediate mitigation,Risk Manager,2/8/2026,Closed,2/14/2026,POL-486,No,2/13/2026,93157.72,No,Not Needed,No,Reviewed in committee meeting.,8/7/2026,2025-08-18T21:30:25.433966
Incidents_2025_H2,RCIT-2025-0457,9/24/2025,Compliance Officer,ICU,Joint Commission,Data breach,High,Incident related to OSHA in Radiology,Staff non-adherence,Policy updated,Staff retraining,Dept Head,10/4/2025,In-Progress,,POL-670,Yes,10/9/2025,89568.89,Yes,Not Needed,No,Reviewed in committee meeting.,4/2/2026,2025-08-18T21:30:25.433990
Incidents_2025_H2,RCIT-2025-0458,7/11/2025,Doctor,ICU,HIPAA,Privacy issue,Low,Incident related to HIPAA in Finance,Staff non-adherence,Technical fix,Technical fix,Legal Counsel,8/24/2025,Closed,9/10/2025,POL-239,Yes,,0,Yes,Not Needed,Yes,,2/20/2026,2025-08-18T21:30:25.434013
Incidents_2025_H2,RCIT-2025-0459,9/23/2025,Doctor,ICU,Title VI,Data breach,Low,Incident related to HIPAA in Radiology,System failure,Staff retraining,Staff retraining,Compliance Officer,12/13/2025,Closed,12/30/2025,POL-144,No,12/18/2025,75227.64,No,Completed,No,,6/11/2026,2025-08-18T21:30:25.434039
Incidents_2025_H2,RCIT-2025-0460,12/13/2025,Nurse,Radiology,Title VI,Safety lapse,Moderate,Incident related to EMTALA in Med-Surg,System failure,Staff retraining,Staff retraining,Compliance Officer,2/11/2026,Closed,3/3/2026,POL-921,Yes,,8244.23,No,Pending,No,,8/10/2026,2025-08-18T21:30:25.434064
Incidents_2025_H2,RCIT-2025-0461,8/9/2025,Compliance Officer,Med-Surg,HIPAA,Privacy issue,Low,Incident related to Joint Commission in Administration,System failure,Immediate mitigation,Policy updated,Legal Counsel,10/2/2025,Escalated,11/1/2025,POL-713,No,,0,No,Not Needed,Yes,Reviewed in committee meeting.,3/31/2026,2025-08-18T21:30:25.434089
Incidents_2025_H2,RCIT-2025-0462,10/9/2025,Doctor,Radiology,Joint Commission,Privacy issue,High,Incident related to CMS in ICU,Staff non-adherence,Policy updated,Immediate mitigation,Legal Counsel,12/8/2025,Closed,12/23/2025,POL-381,No,,0,Yes,Not Needed,No,,6/6/2026,2025-08-18T21:30:25.434110
Incidents_2025_H2,RCIT-2025-0463,8/5/2025,Admin Staff,Med-Surg,CMS,Safety lapse,Critical,Incident related to Joint Commission in ED,Training gap,Immediate mitigation,Immediate mitigation,Legal Counsel,9/19/2025,In-Progress,,POL-972,Yes,,0,Yes,Not Needed,No,,3/18/2026,2025-08-18T21:30:25.434135
Incidents_2025_H2,RCIT-2025-0464,11/23/2025,Compliance Officer,ED,EMTALA,Safety lapse,Low,Incident related to Title VI in Finance,Staff non-adherence,Technical fix,Technical fix,Dept Head,12/31/2025,Closed,1/23/2026,POL-491,Yes,,4199.97,Yes,Pending,No,Reviewed in committee meeting.,6/29/2026,2025-08-18T21:30:25.434173
Incidents_2025_H2,RCIT-2025-0465,8/2/2025,Compliance Officer,Radiology,EMTALA,Privacy issue,Moderate,Incident related to HIPAA in Med-Surg,System failure,Policy updated,Technical fix,Risk Manager,10/30/2025,Escalated,11/29/2025,POL-842,No,,31903.02,Yes,Not Needed,Yes,Reviewed in committee meeting.,4/28/2026,2025-08-18T21:30:25.434206
Incidents_2025_H2,RCIT-2025-0466,8/2/2025,Compliance Officer,ICU,OSHA,Data breach,Low,Incident related to CMS in Administration,Documentation error,Technical fix,Technical fix,Compliance Officer,8/15/2025,Closed,8/31/2025,POL-290,No,,0,No,Pending,Yes,,2/11/2026,2025-08-18T21:30:25.434232
